id,date_time,latitude,longitude,temperature,dewpoint,relative_humidity,precipitation,snow,wind_direction,wind_speed,wind_gust,air_pressure,sunshine,weather_code,fire
85,8/25/2020 23:20,31.54703,-110.7431,36.1,12.3,24.0,0.0,,250.0,13.0,,1005.6,,,0
86,3/18/2022 23:04,27.47813375,-98.49524779,25.2,-2.4,16.0,0.0,,360.0,16.6,,1016.0,,,1
87,3/18/2021 23:04,27.47813375,-98.49524779,24.6,-4.7,14.0,0.0,,10.0,16.6,,1020.0,,,0
88,4/20/2021 18:54,33.69587,-112.1548,26.7,-5.1,12.0,0.0,,183.0,11.2,,1011.3,,1.0,1
89,4/20/2020 18:54,33.69587,-112.1548,23.9,3.2,26.0,0.0,,210.0,11.2,,1013.8,,2.0,0
90,11/27/2021 19:00,35.05019,-98.2982,17.9,-3.0,24.0,0.0,,200.0,18.4,,1015.0,,,1
91,11/27/2020 19:00,35.05019,-98.2982,12.3,4.8,60.0,,,10.0,31.7,,,,,0
92,5/30/2020 22:10,38.5933,-119.6489,16.7,-2.9,26.0,,,200.0,16.6,,1006.3,,7.0,1
93,5/30/2019 22:10,38.5933,-119.6489,27.2,-1.7,15.0,,,250.0,25.9,,1006.9,,,0
94,5/21/2022 21:30,29.37516667,-97.42516667,36.0,21.8,44.0,0.0,,140.0,22.0,,1009.0,,,1
95,5/21/2021 21:30,29.37516667,-97.42516667,29.0,21.5,64.0,0.0,,100.0,13.0,,1017.0,,,0
96,6/7/2020 16:15,34.10528,-118.41745,18.3,9.4,56.0,0.0,,100.0,5.4,,1012.6,,2.0,1
97,6/7/2019 16:15,34.10528,-118.41745,18.3,13.4,73.0,0.0,,0.0,0.0,,1011.7,,4.0,0
98,8/9/2022 23:34,32.493988,-99.365116,24.4,20.5,79.0,0.5,,250.0,37.1,,1018.0,,1.0,1
99,8/9/2021 23:34,32.493988,-99.365116,38.3,16.5,28.0,0.0,,170.0,25.9,,1008.9,,1.0,0
100,7/14/2020 0:00,34.618,-98.74326,35.2,22.5,48.0,,,140.0,20.5,,1006.2,,,1
101,7/14/2019 0:00,34.618,-98.74326,31.7,21.5,55.0,,,90.0,14.8,,1012.3,,,0
102,3/19/2022 21:42,26.99472222,-98.27666667,24.0,2.7,25.0,0.0,,89.0,20.5,,1021.1,,,1
103,3/19/2021 21:42,26.99472222,-98.27666667,21.6,1.3,26.0,0.0,,340.0,11.2,,1023.0,,,0
104,8/18/2020 17:39,40.0347,-121.70199,33.0,15.0,34.0,,,130.0,11.0,,,,,1
105,8/18/2019 17:39,40.0347,-121.70199,23.0,9.0,41.0,,,0.0,0.0,,,,,0
106,8/17/2022 19:20,31.32358857,-95.30825752,37.0,18.0,33.0,0.0,,280.0,13.0,,1014.0,,3.0,1
107,8/17/2021 19:20,31.32358857,-95.30825752,33.0,20.8,49.0,0.1,,160.0,13.0,,1013.0,,,0
108,3/26/2022 18:56,29.963216,-98.956595,28.4,-3.8,12.0,0.0,,200.0,18.4,,1019.0,,,1
109,3/26/2021 18:56,29.963216,-98.956595,24.3,9.1,38.0,0.0,,150.0,25.9,,1014.0,,,0
110,7/10/2021 17:03,44.80127,-104.3864,23.0,11.1,47.0,0.0,,10.0,6.0,,1025.0,,,1
111,7/10/2020 17:03,44.80127,-104.3864,25.0,15.9,57.0,,,,,,,,,0
112,7/23/2022 21:32,30.67797689,-97.80643835,36.1,17.2,33.0,0.0,,130.0,16.6,,1014.5,,1.0,1
113,7/23/2021 21:32,30.67797689,-97.80643835,34.4,20.0,43.0,0.0,,190.0,31.7,,1017.9,,,0
114,6/12/2020 1:13,33.84206,-112.3329,39.4,-1.0,8.0,0.0,,220.0,13.0,,1009.6,,,1
115,6/12/2019 1:13,33.84206,-112.3329,41.0,0.2,8.0,0.0,,160.0,11.2,,1008.2,,,0
116,1/31/2022 15:40,32.02812,-110.7184,4.4,-6.8,44.0,0.0,,150.0,16.6,,1019.1,,1.0,1
117,1/31/2021 15:40,32.02812,-110.7184,5.6,2.8,82.0,0.0,,130.0,16.6,,1021.7,,2.0,0
118,3/24/2022 19:34,35.604062,-101.269539,18.9,-8.3,15.0,0.0,,310.0,22.3,,1014.5,,,1
119,3/24/2021 19:34,35.604062,-101.269539,4.4,1.1,79.0,0.3,,20.0,27.7,,1012.5,,,0
120,7/6/2020 14:46,42.64491,-106.3787,16.1,10.6,70.0,0.0,,,5.4,,1014.9,,,1
121,7/6/2019 14:46,42.64491,-106.3787,13.9,9.3,74.0,0.0,,350.0,5.4,,1022.8,,,0
122,9/11/2021 21:22,46.5758,-111.9849,24.4,4.2,27.0,0.0,,280.0,27.7,,1017.6,,,1
123,9/11/2020 21:22,46.5758,-111.9849,27.8,1.3,18.0,0.0,,40.0,11.2,,1014.6,,,0
124,9/13/2021 21:32,48.33876,-119.6104,25.0,4.2,26.0,0.0,,276.0,5.4,,1016.9,,,1
125,9/13/2020 21:32,48.33876,-119.6104,21.1,5.4,36.0,0.0,,160.0,5.4,,1012.1,,5.0,0
126,7/8/2021 22:39,37.508333,-114.582,38.7,1.6,10.0,,,201.0,24.1,,1006.2,,2.0,1
127,7/8/2020 22:39,37.508333,-114.582,37.9,-5.9,6.0,,,189.0,27.8,,1005.0,,2.0,0
128,6/12/2022 19:17,28.34646167,-98.11876833,39.2,17.9,29.0,0.0,,172.0,18.7,,1009.6,,,1
129,6/12/2021 19:17,28.34646167,-98.11876833,32.9,26.4,69.0,0.0,,140.0,14.8,,1013.0,,,0
130,2/16/2022 20:41,37.369355,-118.371813,15.6,-10.1,16.0,0.0,,10.0,46.4,,1011.2,,,1
131,2/16/2021 20:41,37.369355,-118.371813,13.3,-14.5,13.0,0.0,,360.0,40.7,,1011.8,,,0
132,7/16/2022 19:08,31.7125,-95.52283333,34.0,21.1,47.0,0.0,,210.0,16.6,,1016.0,,1.0,1
133,7/16/2021 19:08,31.7125,-95.52283333,32.0,22.1,56.0,0.2,,220.0,13.0,,1017.0,,,0
134,9/6/2022 0:41,32.69078333,-94.7098,31.0,15.8,40.0,0.1,,218.0,2.2,,1014.0,,17.0,1
135,9/6/2021 0:41,32.69078333,-94.7098,30.0,22.2,63.0,0.0,,30.0,5.4,,1009.9,,,0
136,8/17/2021 16:22,44.282,-105.2395,30.0,3.1,18.0,0.0,,200.0,22.3,,1003.1,,,1
137,8/17/2020 16:22,44.282,-105.2395,28.9,5.7,23.0,0.0,,190.0,16.6,,1019.5,,,0
138,9/1/2020 12:15,36.18259,-114.8719,29.2,-4.3,11.0,0.0,,60.0,9.4,,1007.3,,,1
139,9/1/2019 12:15,36.18259,-114.8719,22.9,-8.0,12.0,0.0,,340.0,7.6,,1009.2,,,0
140,11/6/2020 23:28,34.10153,-117.1964,27.0,9.8,34.0,0.0,,240.0,19.0,,1002.6,,5.0,1
141,11/6/2019 23:28,34.10153,-117.1964,25.8,5.9,28.0,0.0,,310.0,20.5,,1013.2,,,0
142,3/25/2021 23:30,31.55267,-92.52158,27.8,10.9,35.0,0.0,,270.0,20.5,,1007.2,,,1
143,3/25/2020 23:30,31.55267,-92.52158,29.4,12.3,35.0,0.0,,0.0,0.0,,1011.1,,,0
144,7/1/2022 20:10,35.04261,-93.3474,32.2,22.3,56.0,0.0,,161.0,7.6,,1013.7,,2.0,1
145,7/1/2021 20:10,35.04261,-93.3474,28.3,23.2,74.0,0.0,,280.0,9.4,,1012.7,,,0
146,10/2/2022 20:55,32.18889801,-94.70876201,29.5,-9.9,7.0,0.0,,40.0,7.6,,1020.0,,1.0,1
147,10/2/2021 20:55,32.18889801,-94.70876201,29.4,20.3,58.0,0.3,,230.0,11.2,,1016.0,,,0
148,6/19/2021 14:49,38.92718,-119.6051,15.0,8.9,67.0,0.0,,140.0,5.4,,1018.0,,,1
149,6/19/2020 14:49,38.92718,-119.6051,9.0,-2.0,46.0,0.0,,0.0,0.0,,1017.9,,,0
150,8/1/2022 17:06,30.07023629,-97.618007,31.7,21.2,54.0,0.0,,210.0,16.6,,1017.4,,3.0,1
151,8/1/2021 17:06,30.07023629,-97.618007,31.7,21.8,56.0,0.0,,200.0,11.2,,1016.3,,1.0,0
152,8/18/2020 14:38,38.514365,-123.197464,17.2,15.0,87.0,0.0,,0.0,0.0,,1013.9,,,1
153,8/18/2019 14:38,38.514365,-123.197464,14.4,12.3,87.0,0.0,,0.0,0.0,,1010.3,,,0
154,6/18/2021 19:51,46.99968,-120.3247,27.8,1.3,18.0,0.0,,250.0,11.2,,1014.2,,,1
155,6/18/2020 19:51,46.99968,-120.3247,23.9,7.1,34.0,0.0,,,7.6,,1019.9,,,0
156,9/27/2022 18:12,31.29173094,-97.99192872,30.0,2.3,17.0,0.0,,83.0,15.1,,1022.0,,1.0,1
157,9/27/2021 18:12,31.29173094,-97.99192872,29.0,15.1,43.0,0.0,,0.0,0.0,,1017.0,,,0
158,5/22/2020 18:42,39.05619,-105.0182,21.3,-2.6,20.0,,,150.0,31.7,,1007.5,,,1
159,5/22/2019 18:42,39.05619,-105.0182,4.6,-0.4,70.0,,,40.0,5.4,,1008.2,,,0
160,3/30/2022 23:36,35.94349,-115.216,23.3,-3.9,16.0,0.0,,170.0,5.4,,1012.1,,3.0,1
161,3/30/2021 23:36,35.94349,-115.216,18.9,-17.7,7.0,0.0,,20.0,24.1,,1020.2,,1.0,0
162,3/24/2022 23:37,27.48222222,-98.65916667,26.9,-10.1,8.0,0.0,,310.0,18.4,,1016.0,,,1
163,3/24/2021 23:37,27.48222222,-98.65916667,32.0,-2.2,11.0,0.0,,160.0,14.8,,1000.0,,,0
164,5/23/2020 21:15,36.0175,-115.5922,25.6,-7.1,11.0,0.0,,280.0,7.6,,1009.8,,2.0,1
165,5/23/2019 21:15,36.0175,-115.5922,20.6,3.3,32.0,0.0,,190.0,20.5,,1008.8,,4.0,0
166,6/16/2020 3:55,35.62577,-97.99472,23.8,16.3,63.0,0.0,,150.0,14.8,,1018.3,,,1
167,6/16/2019 3:55,35.62577,-97.99472,25.8,23.3,86.0,0.0,,120.0,13.0,,1005.7,,,0
168,7/23/2022 21:58,30.30267167,-96.544755,37.7,19.1,34.0,0.2,,140.0,18.4,,1015.0,,17.0,1
169,7/23/2021 21:58,30.30267167,-96.544755,34.6,23.3,52.0,0.0,,170.0,14.8,,1017.6,,,0
170,8/30/2020 20:33,42.69492,-113.9918,21.7,-1.6,21.0,0.0,,260.0,37.1,,1011.3,,,1
171,8/30/2019 20:33,42.69492,-113.9918,27.2,9.5,33.0,0.0,,290.0,14.8,,1014.1,,,0
172,9/20/2022 23:55,44.32579,-120.534,21.0,0.2,25.0,0.0,,340.0,20.0,,1015.0,,1.0,1
173,9/20/2021 23:55,44.32579,-120.534,20.0,1.9,30.0,0.0,,10.0,11.0,,1027.0,,,0
174,3/27/2022 17:28,31.19128333,-97.47258333,27.8,-0.3,16.0,0.0,,200.0,27.7,,1015.6,,,1
175,3/27/2021 17:28,31.19128333,-97.47258333,22.2,19.4,84.0,0.5,,160.0,13.0,,1011.3,,,0
176,5/28/2022 20:53,33.35034,-104.4374,40.6,-4.0,6.0,0.0,,220.0,50.0,,999.1,,,1
177,5/28/2021 20:53,33.35034,-104.4374,31.1,14.2,36.0,0.0,,90.0,24.1,,1009.7,,,0
178,3/18/2022 20:46,33.0997951,-98.22977058,16.8,-1.8,28.0,0.0,,320.0,27.7,,977.3,,,1
179,3/18/2021 20:46,33.0997951,-98.22977058,14.6,-2.3,31.0,0.0,,333.0,25.9,,1024.6,,,0
180,8/3/2022 0:46,27.364438,-98.598206,37.1,19.1,35.0,0.0,,150.0,25.9,,1012.0,,3.0,1
181,8/3/2021 0:46,27.364438,-98.598206,27.6,23.8,80.0,0.0,,80.0,5.4,,1014.0,,,0
182,8/25/2021 21:07,34.11855,-118.78128,26.1,14.2,48.0,0.0,,260.0,16.6,,1014.7,,,1
183,8/25/2020 21:07,34.11855,-118.78128,27.8,17.0,52.0,0.0,,250.0,16.6,,1010.8,,,0
184,7/16/2022 18:44,35.36676,-105.0332,30.0,5.9,22.0,0.0,,170.0,16.6,,1013.9,,2.0,1
185,7/16/2021 18:44,35.36676,-105.0332,26.8,10.5,36.0,0.0,,159.0,10.8,,1013.7,,,0
186,5/12/2022 0:42,48.06185,-114.073,15.6,-5.5,23.0,0.0,,190.0,11.2,,1017.5,,7.0,1
187,5/12/2021 0:42,48.06185,-114.073,12.2,2.9,53.0,0.0,,190.0,20.5,,1023.0,,2.0,0
188,8/6/2022 19:30,31.71563333,-94.75966167,33.3,22.1,52.0,0.0,,110.0,13.0,,1017.7,,3.0,1
189,8/6/2021 19:30,31.71563333,-94.75966167,32.2,18.7,45.0,0.0,,173.0,7.6,,1018.1,,,0
190,8/17/2020 19:44,39.890483,-121.752683,34.0,14.9,32.0,,,300.0,24.0,,,,,1
191,8/17/2019 19:44,39.890483,-121.752683,32.0,10.6,27.0,,,,9.0,,,,,0
192,8/7/2020 20:17,35.87953,-115.2127,35.6,-3.7,8.0,0.0,,100.0,13.0,,1011.9,,1.0,1
193,8/7/2019 20:17,35.87953,-115.2127,40.0,8.4,15.0,0.0,,270.0,22.3,,1010.7,,2.0,0
194,5/10/2020 20:16,35.88097,-115.221,36.1,-0.4,10.0,0.0,,210.0,18.4,,1008.0,,2.0,1
195,5/10/2019 20:16,35.88097,-115.221,19.4,8.4,49.0,0.0,,40.0,16.6,,1010.7,,7.0,0
196,8/22/2020 21:28,44.02737,-107.6641,36.1,2.2,12.0,0.0,,20.0,13.0,,1009.0,,5.0,1
197,8/22/2019 21:28,44.02737,-107.6641,32.8,6.1,19.0,0.0,,,9.4,,1002.0,,,0
198,5/16/2020 16:06,36.00556,-115.5974,26.7,0.4,18.0,0.0,,30.0,9.4,,1010.2,,2.0,1
199,5/16/2019 16:06,36.00556,-115.5974,21.1,0.8,26.0,0.0,,180.0,22.3,,1002.8,,3.0,0
200,5/26/2020 17:18,35.87266,-115.2332,30.0,-2.5,12.0,0.0,,90.0,11.2,,1012.3,,2.0,1
201,5/26/2019 17:18,35.87266,-115.2332,21.7,2.9,29.0,0.0,,220.0,29.5,,1005.3,,3.0,0
202,8/18/2022 20:44,30.102854,-98.813054,30.0,19.4,53.0,0.0,,30.0,29.5,,1015.0,,2.0,1
203,8/18/2021 20:44,30.102854,-98.813054,30.3,21.7,60.0,0.3,,150.0,9.4,,1015.0,,,0
204,8/12/2022 21:03,40.54135,-111.4094,21.0,11.9,56.0,0.0,,100.0,42.5,,1014.8,,2.0,1
205,8/12/2021 21:03,40.54135,-111.4094,34.0,-4.9,8.0,0.0,,330.0,7.6,,1012.6,,,0
206,8/3/2022 16:29,40.48494,-106.5191,18.6,12.8,69.0,0.0,,0.0,0.0,,1027.0,,1.0,1
207,8/3/2021 16:29,40.48494,-106.5191,15.0,14.8,99.0,0.9,,0.0,0.0,,1028.0,,,0
208,8/13/2021 15:16,40.627362,-122.395668,22.8,14.4,59.0,0.0,,0.0,0.0,,1014.6,,5.0,1
209,8/13/2020 15:16,40.627362,-122.395668,23.3,12.3,50.0,0.0,,10.0,7.6,,1012.1,,,0
210,2/19/2022 21:20,29.92277778,-98.83611111,18.3,-8.0,16.0,0.0,,130.0,11.2,,1026.0,,,1
211,2/19/2021 21:20,29.92277778,-98.83611111,7.2,-2.0,52.0,0.0,,330.0,5.4,,1029.8,,,0
212,5/6/2022 23:28,30.55583333,-98.44083333,36.8,8.6,18.0,0.0,,210.0,18.4,,1007.0,,5.0,1
213,5/6/2021 23:28,30.55583333,-98.44083333,29.8,7.6,25.0,0.0,,80.0,9.4,,1021.0,,,0
214,7/9/2021 7:46,34.03932,-118.58952,20.0,17.2,84.0,0.0,,210.0,7.6,,1011.7,,3.0,1
215,7/9/2020 7:46,34.03932,-118.58952,17.8,14.3,80.0,0.0,,260.0,9.4,,1011.8,,2.0,0
216,7/7/2020 17:48,41.617694,-87.264944,32.0,20.9,52.0,0.0,,290.0,7.0,,1015.1,,,1
217,7/7/2019 17:48,41.617694,-87.264944,23.2,17.9,72.0,0.0,,30.0,20.5,,1017.0,,,0
218,9/27/2022 19:52,40.478317,-109.454367,23.3,1.6,24.0,0.0,,0.0,0.0,,1020.7,,1.0,1
219,9/27/2021 19:52,40.478317,-109.454367,24.4,-0.0,20.0,0.0,,0.0,0.0,,1012.9,,,0
220,7/24/2022 23:24,42.82884,-106.0923,30.6,7.1,23.0,0.0,,210.0,31.7,,1011.7,,3.0,1
221,7/24/2021 23:24,42.82884,-106.0923,32.8,6.1,19.0,0.0,,90.0,14.8,,1013.9,,,0
222,3/26/2022 22:12,30.32308,-98.90127,31.1,-8.8,7.0,0.0,,220.0,20.5,,1015.0,,,1
223,3/26/2021 22:12,30.32308,-98.90127,26.4,4.2,24.0,0.0,,170.0,22.3,,1011.0,,,0
224,8/3/2022 18:16,29.851535,-97.539441,35.6,20.7,42.0,0.0,,180.0,25.9,,1011.9,,2.0,1
225,8/3/2021 18:16,29.851535,-97.539441,30.6,24.5,70.0,0.0,,10.0,11.2,,1015.5,,,0
226,4/9/2022 22:01,30.076626,-100.137223,28.1,-0.1,16.0,0.0,,169.0,27.7,,1010.8,,,1
227,4/9/2021 22:01,30.076626,-100.137223,33.0,-5.6,8.0,0.0,,290.0,29.5,,1006.0,,,0
228,8/3/2020 20:32,34.36507,-118.5034,31.0,15.0,38.0,0.0,,150.0,9.4,,1012.6,,,1
229,8/3/2019 20:32,34.36507,-118.5034,32.0,11.2,28.0,0.0,,160.0,11.2,,1011.4,,,0
