,station_url,latitude,longitude
0,https://api.weather.gov/stations/0007W,30.53099,-84.1787
1,https://api.weather.gov/stations/000PG,36.78921,-121.33943
2,https://api.weather.gov/stations/000SE,34.11814,-117.8552
3,https://api.weather.gov/stations/001AS,-14.319,-170.83
4,https://api.weather.gov/stations/001BH,44.28004,-103.44237
5,https://api.weather.gov/stations/001CE,29.9032,-95.06369
6,https://api.weather.gov/stations/001HE,20.80393,-156.54018
7,https://api.weather.gov/stations/001HI,20.7579,-156.32
8,https://api.weather.gov/stations/001ID,45.02195,-113.68215
9,https://api.weather.gov/stations/001MD,39.26249,-76.9258
10,https://api.weather.gov/stations/001NH,44.06239,-71.68782
11,https://api.weather.gov/stations/001NW,46.57807,-112.05122
12,https://api.weather.gov/stations/001SE,34.1255,-117.73333
13,https://api.weather.gov/stations/0021W,30.48228,-84.25614
14,https://api.weather.gov/stations/002AS,-14.309,-170.771
15,https://api.weather.gov/stations/002BH,44.39302,-103.96457
16,https://api.weather.gov/stations/002CE,29.80055,-94.96404
17,https://api.weather.gov/stations/002HE,20.88582,-156.65842
18,https://api.weather.gov/stations/002HI,20.7598,-156.2482
19,https://api.weather.gov/stations/002ID,45.07377,-113.63931
20,https://api.weather.gov/stations/002MD,39.67557,-78.93353
21,https://api.weather.gov/stations/002NH,44.10539,-71.68296
22,https://api.weather.gov/stations/002NW,46.57506,-112.16532
23,https://api.weather.gov/stations/002PG,36.63359,-121.69699
24,https://api.weather.gov/stations/002SE,33.96833,-117.90908
25,https://api.weather.gov/stations/003AS,-14.282,-170.71
26,https://api.weather.gov/stations/003AV,47.8747,-117.42494
27,https://api.weather.gov/stations/003BH,43.75385,-103.45211
28,https://api.weather.gov/stations/003CE,29.86744,-94.83204
29,https://api.weather.gov/stations/003HE,20.82307,-156.3077
30,https://api.weather.gov/stations/003HI,20.7104,-156.2567
31,https://api.weather.gov/stations/003ID,44.30781,-115.9854
32,https://api.weather.gov/stations/003MD,39.50959,-77.72659
33,https://api.weather.gov/stations/003NH,43.02662,-71.11698
34,https://api.weather.gov/stations/003NW,46.68129,-112.16736
35,https://api.weather.gov/stations/003PG,37.10476,-121.82532
36,https://api.weather.gov/stations/003SE,33.9698,-117.91276
37,https://api.weather.gov/stations/0043W,30.43794,-84.29966
38,https://api.weather.gov/stations/0049W,30.48114,-83.45499
39,https://api.weather.gov/stations/004AS,-14.267,-170.65
40,https://api.weather.gov/stations/004AV,48.06148,-117.62181
41,https://api.weather.gov/stations/004BH,43.40089,-103.39893
42,https://api.weather.gov/stations/004CE,29.81989,-95.12692
43,https://api.weather.gov/stations/004HC,29.71302,-95.37936
44,https://api.weather.gov/stations/004HE,20.91515,-156.67232
45,https://api.weather.gov/stations/004HI,19.4152,-155.2384
46,https://api.weather.gov/stations/004ID,44.42516,-115.99145
47,https://api.weather.gov/stations/004MD,38.74357,-76.01185
48,https://api.weather.gov/stations/004NH,43.04013,-71.4785
49,https://api.weather.gov/stations/004NW,46.49828,-111.85646
50,https://api.weather.gov/stations/004PG,37.48533,-121.86345
51,https://api.weather.gov/stations/004SE,34.0887,-117.85
52,https://api.weather.gov/stations/0054W,29.91655,-84.51102
53,https://api.weather.gov/stations/005AS,-14.285,-170.553
54,https://api.weather.gov/stations/005AV,47.95751,-117.35884
55,https://api.weather.gov/stations/005BH,44.39449,-103.7166
56,https://api.weather.gov/stations/005CE,29.70159,-95.12632
57,https://api.weather.gov/stations/005HE,20.8014,-156.48856
58,https://api.weather.gov/stations/005HI,19.6974,-155.0954
59,https://api.weather.gov/stations/005ID,44.47213,-116.05862
60,https://api.weather.gov/stations/005MD,38.95357,-75.88281
61,https://api.weather.gov/stations/005NH,44.45324,-71.57874
62,https://api.weather.gov/stations/005NW,46.56093,-112.01502
63,https://api.weather.gov/stations/005PG,40.74677,-124.17644
64,https://api.weather.gov/stations/005SE,33.94762,-117.91998
65,https://api.weather.gov/stations/0063W,28.58484,-80.8319
66,https://api.weather.gov/stations/006AV,48.03448,-117.37135
67,https://api.weather.gov/stations/006BH,44.50525,-103.91541
68,https://api.weather.gov/stations/006CE,29.64036,-95.06546
69,https://api.weather.gov/stations/006HC,29.77147,-95.20722
70,https://api.weather.gov/stations/006HE,20.7353,-156.32381
71,https://api.weather.gov/stations/006HI,19.964,-155.25
72,https://api.weather.gov/stations/006ID,44.70218,-116.08283
73,https://api.weather.gov/stations/006MD,39.00999,-76.9411
74,https://api.weather.gov/stations/006NH,43.29003,-71.83747
75,https://api.weather.gov/stations/006NW,46.47838,-111.97644
76,https://api.weather.gov/stations/006PG,38.32575,-122.04104
77,https://api.weather.gov/stations/006SE,34.46087,-119.83051
78,https://api.weather.gov/stations/007AV,47.82358,-117.26142
79,https://api.weather.gov/stations/007BH,43.90159,-103.44852
80,https://api.weather.gov/stations/007CE,29.65428,-95.01024
81,https://api.weather.gov/stations/007HC,29.67978,-95.38104
82,https://api.weather.gov/stations/007HE,20.86704,-156.64241
83,https://api.weather.gov/stations/007HI,19.932,-155.291
84,https://api.weather.gov/stations/007ID,44.07152,-115.94224
85,https://api.weather.gov/stations/007MD,38.91833,-76.14528
86,https://api.weather.gov/stations/007NH,43.16553,-71.52282
87,https://api.weather.gov/stations/007NW,46.50819,-111.90153
88,https://api.weather.gov/stations/007PG,37.26429,-119.50756
89,https://api.weather.gov/stations/007SE,34.47438,-119.82226
90,https://api.weather.gov/stations/0081W,25.71802,-80.27768
91,https://api.weather.gov/stations/0084W,40.80642,-77.86902
92,https://api.weather.gov/stations/008AV,47.62133,-117.10913
93,https://api.weather.gov/stations/008BH,38.55997,-105.42566
94,https://api.weather.gov/stations/008CE,29.68181,-94.93468
95,https://api.weather.gov/stations/008HE,20.82027,-156.61747
96,https://api.weather.gov/stations/008HI,19.748,-155.996
97,https://api.weather.gov/stations/008ID,43.63644,-115.98799
98,https://api.weather.gov/stations/008MD,39.33523,-76.59088
99,https://api.weather.gov/stations/008NH,42.73175,-71.45692
100,https://api.weather.gov/stations/008NW,44.8172,-111.48105
101,https://api.weather.gov/stations/008PG,36.86074,-121.59027
102,https://api.weather.gov/stations/008SE,34.31443,-117.35487
103,https://api.weather.gov/stations/0097W,30.10783,-84.37652
104,https://api.weather.gov/stations/009AV,47.651,-117.09497
105,https://api.weather.gov/stations/009BH,44.44766,-103.62971
106,https://api.weather.gov/stations/009CE,29.67871,-94.98274
107,https://api.weather.gov/stations/009HE,20.02396,-155.81249
108,https://api.weather.gov/stations/009HI,19.803,-155.851
109,https://api.weather.gov/stations/009ID,44.71661,-116.11247
110,https://api.weather.gov/stations/009MD,38.86236,-76.77675
111,https://api.weather.gov/stations/009NH,42.79292,-71.49669
112,https://api.weather.gov/stations/009NW,45.67069,-110.83718
113,https://api.weather.gov/stations/009PG,38.63502,-122.59485
114,https://api.weather.gov/stations/009SE,33.79369,-117.24382
115,https://api.weather.gov/stations/00NMC,35.03584,-105.31585
116,https://api.weather.gov/stations/010AV,47.96024,-117.49249
117,https://api.weather.gov/stations/010BH,43.19814,-103.86879
118,https://api.weather.gov/stations/010CE,29.49374,-94.91115
119,https://api.weather.gov/stations/010HE,20.04863,-155.83597
120,https://api.weather.gov/stations/010HI,19.7254,-155.8738
121,https://api.weather.gov/stations/010ID,44.64004,-116.11755
122,https://api.weather.gov/stations/010MD,38.59709,-76.84308
123,https://api.weather.gov/stations/010NH,42.75027,-71.82749
124,https://api.weather.gov/stations/010NW,45.85747,-112.49302
125,https://api.weather.gov/stations/010PG,36.90017,-121.62277
126,https://api.weather.gov/stations/010SE,33.90139,-116.76829
127,https://api.weather.gov/stations/011AV,48.72561,-117.96641
128,https://api.weather.gov/stations/011BH,38.51383,-105.07571
129,https://api.weather.gov/stations/011CE,29.51261,-94.98226
130,https://api.weather.gov/stations/011HE,19.93051,-155.78082
131,https://api.weather.gov/stations/011HI,21.333,-157.8025
132,https://api.weather.gov/stations/011ID,44.53776,-116.12015
133,https://api.weather.gov/stations/011MD,38.17779,-75.69919
134,https://api.weather.gov/stations/011NH,42.95398,-71.44555
135,https://api.weather.gov/stations/011NW,45.27459,-111.95791
136,https://api.weather.gov/stations/011PG,38.4864,-120.0526
137,https://api.weather.gov/stations/011SE,33.90331,-116.78573
138,https://api.weather.gov/stations/0128W,27.38139,-82.55997
139,https://api.weather.gov/stations/012AV,48.78481,-118.10225
140,https://api.weather.gov/stations/012BH,38.31189,-105.20828
141,https://api.weather.gov/stations/012CE,29.85009,-95.21356
142,https://api.weather.gov/stations/012HC,29.78482,-95.63604
143,https://api.weather.gov/stations/012HE,19.91896,-155.78479
144,https://api.weather.gov/stations/012HI,21.3391,-157.8369
145,https://api.weather.gov/stations/012ID,44.57513,-116.05534
146,https://api.weather.gov/stations/012MD,38.35866,-75.77415
147,https://api.weather.gov/stations/012NW,45.66013,-110.76155
148,https://api.weather.gov/stations/012SE,34.10234,-118.17286
149,https://api.weather.gov/stations/013AV,48.02647,-117.80896
150,https://api.weather.gov/stations/013BH,38.49077,-104.71017
151,https://api.weather.gov/stations/013CE,29.68578,-95.32595
152,https://api.weather.gov/stations/013HE,20.07507,-155.84274
153,https://api.weather.gov/stations/013HI,20.7382,-156.2458
154,https://api.weather.gov/stations/013ID,44.85669,-117.0657
155,https://api.weather.gov/stations/013MD,39.39474,-76.6234
156,https://api.weather.gov/stations/013NH,42.92635,-70.82996
157,https://api.weather.gov/stations/013NW,45.18248,-109.23655
158,https://api.weather.gov/stations/013PG,36.86574,-121.5544
159,https://api.weather.gov/stations/013SE,33.72864,-117.18807
160,https://api.weather.gov/stations/014AV,48.30123,-117.70439
161,https://api.weather.gov/stations/014BH,38.17003,-103.93141
162,https://api.weather.gov/stations/014CE,30.06874,-95.22203
163,https://api.weather.gov/stations/014HE,20.77134,-156.3366
164,https://api.weather.gov/stations/014HI,22.2026,-159.5188
165,https://api.weather.gov/stations/014ID,44.5915,-116.67097
166,https://api.weather.gov/stations/014MD,39.53406,-76.99348
167,https://api.weather.gov/stations/014NW,45.7819,-108.46067
168,https://api.weather.gov/stations/014PG,36.52809,-121.74964
169,https://api.weather.gov/stations/014SE,33.99759,-118.38368
170,https://api.weather.gov/stations/015AV,48.1075,-117.60608
171,https://api.weather.gov/stations/015BH,38.28159,-104.27583
172,https://api.weather.gov/stations/015CE,29.73801,-95.29475
173,https://api.weather.gov/stations/015HC,29.87026,-95.54836
174,https://api.weather.gov/stations/015HE,20.83766,-156.32803
175,https://api.weather.gov/stations/015HI,22.1975,-159.421
176,https://api.weather.gov/stations/015ID,44.59496,-116.48133
177,https://api.weather.gov/stations/015MD,39.69766,-77.93846
178,https://api.weather.gov/stations/015NH,42.99176,-72.19642
179,https://api.weather.gov/stations/015NW,47.16661,-110.84706
180,https://api.weather.gov/stations/015PG,38.24015,-122.14175
181,https://api.weather.gov/stations/015SE,33.9384,-116.6154
182,https://api.weather.gov/stations/0165W,29.62173,-83.10633
183,https://api.weather.gov/stations/016AV,47.6322,-117.69031
184,https://api.weather.gov/stations/016BH,38.13125,-105.47348
185,https://api.weather.gov/stations/016CE,30.11767,-95.38395
186,https://api.weather.gov/stations/016HE,21.40861,-158.14557
187,https://api.weather.gov/stations/016HI,20.7067,-156.3554
188,https://api.weather.gov/stations/016ID,44.54099,-116.42025
189,https://api.weather.gov/stations/016MD,39.23132,-76.06289
190,https://api.weather.gov/stations/016NH,43.77667,-71.16415
191,https://api.weather.gov/stations/016NW,46.72678,-111.90195
192,https://api.weather.gov/stations/016PG,38.27105,-122.38747
193,https://api.weather.gov/stations/016SE,33.8445,-117.27585
194,https://api.weather.gov/stations/0172W,30.55007,-87.2173
195,https://api.weather.gov/stations/0173W,30.35869,-86.11369
196,https://api.weather.gov/stations/017AV,47.8697,-117.683
197,https://api.weather.gov/stations/017BH,38.37886,-104.85281
198,https://api.weather.gov/stations/017CE,29.63619,-95.39715
199,https://api.weather.gov/stations/017HE,21.4524,-158.18864
200,https://api.weather.gov/stations/017HI,20.8415,-156.2948
201,https://api.weather.gov/stations/017ID,44.52049,-118.21728
202,https://api.weather.gov/stations/017MD,38.58754,-76.14153
